URL,Ten,Gia,MoTa (nếu có),DanhMuc,Điền URL để phân biệt các nhà hàng
https://pasgo.vn/nha-hang/d-maris-an-phu-4230,Ba rọi luộc,80000,"Ba rọi luộc mềm, thơm ngon.",Thịt heo,
https://pasgo.vn/nha-hang/d-maris-an-phu-4230,Gỏi Gà,70000,"Gỏi gà tươi ngon, giòn ngọt.",Gỏi,
https://pasgo.vn/nha-hang/d-maris-an-phu-4230,Gỏi Thạch,80000,"Gỏi thạch tươi ngon, giòn ngọt.",Gỏi,
https://pasgo.vn/nha-hang/d-maris-an-phu-4230,Cuốn Rong biển,60000,"Cuốn rong biển thơm ngon, bổ dưỡng.",Cuốn,
https://pasgo.vn/nha-hang/d-maris-an-phu-4230,Sò Lông hấp,90000,"Sò lông hấp tươi ngon, ngọt lịm.",Hải sản,
https://pasgo.vn/nha-hang/d-maris-an-phu-4230,Cá Đuối hấp,100000,"Cá đuối hấp tươi ngon, ngọt lịm.",Hải sản,
https://pasgo.vn/nha-hang/d-maris-an-phu-4230,Thạch Gân Bò,80000,"Thạch gân bò thơm ngon, bổ dưỡng.",Thạch,
https://pasgo.vn/nha-hang/d-maris-an-phu-4230,Mực hấp,90000,"Mực hấp tươi ngon, ngọt lịm.",Hải sản,
https://pasgo.vn/nha-hang/d-maris-an-phu-4230,Cá Cơm trôn,100000,"Cá cơm trộn với rau củ, thơm ngon.",Cá,
https://pasgo.vn/nha-hang/d-maris-an-phu-4230,Chả cá xào,90000,"Chả cá xào với rau củ, thơm ngon.",Cá,
https://pasgo.vn/nha-hang/d-maris-an-phu-4230,Kim chi trắng,40000,"Kim chi trắng cay nồng, thơm ngon.",Kim chi,
https://pasgo.vn/nha-hang/d-maris-an-phu-4230,Canh Kim chi,50000,"Canh kim chi cay nồng, thơm ngon.",Kim chi,
https://pasgo.vn/nha-hang/d-maris-an-phu-4230,Kim chi dưa leo,40000,"Kim chi dưa leo cay nồng, thơm ngon.",Kim chi,
https://pasgo.vn/nha-hang/d-maris-an-phu-4230,Kim chi nước,40000,"Kim chi nước cay nồng, thơm ngon.",Kim chi,
https://pasgo.vn/nha-hang/d-maris-an-phu-4230,Kim chi cải thảo,40000,"Kim chi cải thảo cay nồng, thơm ngon.",Kim chi,
https://pasgo.vn/nha-hang/d-maris-an-phu-4230,Cuốn rau,50000,"Cuốn rau tươi ngon, bổ dưỡng.",Cuốn,
https://pasgo.vn/nha-hang/d-maris-an-phu-4230,Mì lạnh,60000,"Mì lạnh mát lạnh, thơm ngon.",Mì,
https://pasgo.vn/nha-hang/d-maris-an-phu-4230,Bánh gạo xào cay,70000,"Bánh gạo xào cay thơm ngon, đậm đà.",Bánh,
https://pasgo.vn/nha-hang/d-maris-an-phu-4230,Gujeolpan,100000,"Món ăn truyền thống Hàn Quốc, nhiều màu sắc, bắt mắt.",Món Hàn,
https://pasgo.vn/nha-hang/d-maris-an-phu-4230,Mắm Mực,60000,"Mắm mực thơm ngon, đậm đà.",Mắm,
https://pasgo.vn/nha-hang/d-maris-an-phu-4230,Mắm Bạch Tuộc,70000,"Mắm bạch tuộc thơm ngon, đậm đà.",Mắm,
https://pasgo.vn/nha-hang/d-maris-an-phu-4230,Rau dền trộn,40000,"Rau dền trộn tươi ngon, bổ dưỡng.",Rau,
https://pasgo.vn/nha-hang/d-maris-an-phu-4230,Giá trộn,30000,"Giá trộn tươi ngon, bổ dưỡng.",Rau,
https://pasgo.vn/nha-hang/d-maris-an-phu-4230,Mực,80000,"Mực tươi ngon, ngọt lịm.",Hải sản,
https://pasgo.vn/nha-hang/gyu-kaku-aeon-mall-tan-phu-3903,Bạch Bò Sốt Sukiyaki,150000,"Thịt bò mỏng thái lát, được nấu chín với sốt sukiyaki đậm đà, ngọt thanh, ăn kèm với rau củ.",Bò,
https://pasgo.vn/nha-hang/gyu-kaku-aeon-mall-tan-phu-3903,Sườn Bò Quán Rồng,180000,"Sườn bò được tẩm ướp gia vị đặc biệt, nướng trên than hoa, mềm ngọt, đậm đà.",Bò,
https://pasgo.vn/nha-hang/gyu-kaku-aeon-mall-tan-phu-3903,Bạch Chỉ Bò Đề Vuông Sốt Cay,120000,"Thịt bò bạch chỉ được thái lát mỏng, tẩm ướp sốt cay, nướng thơm ngon.",Bò,
https://pasgo.vn/nha-hang/gyu-kaku-aeon-mall-tan-phu-3903,Bạch Chỉ Bò Sốt BBQ,100000,"Thịt bò bạch chỉ được tẩm ướp sốt BBQ, nướng thơm ngon, đậm đà.",Bò,
https://pasgo.vn/nha-hang/gyu-kaku-aeon-mall-tan-phu-3903,Bạch Chỉ Bò Sốt Miso Cay,110000,"Thịt bò bạch chỉ được tẩm ướp sốt Miso cay, nướng thơm ngon, đậm đà.",Bò,
https://pasgo.vn/nha-hang/gyu-kaku-aeon-mall-tan-phu-3903,Heo Ba Chỉ Pork Plate,90000,"Thịt heo ba chỉ thái lát mỏng, nướng hoặc áp chảo.",Heo,
https://pasgo.vn/nha-hang/gyu-kaku-aeon-mall-tan-phu-3903,Heo Ba Chỉ Sốt Mật Ong & Tiêu Đen,100000,"Thịt heo ba chỉ tẩm ướp mật ong và tiêu đen, nướng hoặc áp chảo.",Heo,
https://pasgo.vn/nha-hang/gyu-kaku-aeon-mall-tan-phu-3903,"Heo Ba Chỉ Sốt Stamina ""Double""",110000,"Thịt heo ba chỉ được tẩm ướp với sốt Stamina, phần ""Double"" có lượng thịt nhiều hơn.",Heo,
https://pasgo.vn/nha-hang/gyu-kaku-aeon-mall-tan-phu-3903,Ba Chỉ Heo Sốt Đặc Biệt,100000,Thịt heo ba chỉ được tẩm ướp với sốt đặc biệt của nhà hàng.,Heo,
https://pasgo.vn/nha-hang/gyu-kaku-aeon-mall-tan-phu-3903,Nạc Vai Heo Nướng Bán,130000,"Thịt nạc vai heo nướng, mềm ngọt, không quá béo.",Heo,
https://pasgo.vn/nha-hang/gyu-kaku-aeon-mall-tan-phu-3903,Heo Ba Chỉ Ướp Mật Ong Bò Lộ,120000,"Thịt heo ba chỉ được tẩm ướp với mật ong và trái cây, tạo nên hương vị thơm ngon, ngọt ngào.",Heo,
https://pasgo.vn/nha-hang/gyu-kaku-aeon-mall-tan-phu-3903,Gà Cay Xào Bắp Cải & Phô Mai,100000,"Thịt gà được xào với bắp cải và phô mai, tạo nên món ăn cay nồng, béo ngậy.",Gà,
https://pasgo.vn/nha-hang/gyu-kaku-aeon-mall-tan-phu-3903,Thịt đùi gà sốt BBQ,90000,"Thịt đùi gà được tẩm ướp sốt BBQ, nướng thơm ngon.",Gà,
https://pasgo.vn/nha-hang/gyu-kaku-aeon-mall-tan-phu-3903,Thịt đùi gà nướng sốt hung que & cheese fondue,110000,"Thịt đùi gà được nướng với sốt hung que và phô mai, tạo nên hương vị thơm ngon, béo ngậy.",Gà,
https://pasgo.vn/nha-hang/gyu-kaku-aeon-mall-tan-phu-3903,Mực,120000,"Mực tươi ngon, được chế biến theo nhiều cách khác nhau.",Hải Sản,
https://pasgo.vn/nha-hang/gyu-kaku-aeon-mall-tan-phu-3903,Bạch Tuộc,150000,"Bạch tuộc tươi ngon, được chế biến theo nhiều cách khác nhau.",Hải Sản,
https://pasgo.vn/nha-hang/gyu-kaku-aeon-mall-tan-phu-3903,Tôm,100000,"Tôm tươi ngon, được chế biến theo nhiều cách khác nhau.",Hải Sản,
https://pasgo.vn/nha-hang/gyu-kaku-aeon-mall-tan-phu-3903,Cơm Bibimbap Nồi Đá,70000,"Cơm trộn kiểu Hàn Quốc, ăn kèm với nhiều loại rau củ và thịt.",Cơm,
https://pasgo.vn/nha-hang/gyu-kaku-aeon-mall-tan-phu-3903,Cơm Trắng,40000,Cơm trắng đơn giản.,Cơm,
https://pasgo.vn/nha-hang/gyu-kaku-aeon-mall-tan-phu-3903,Cháo Cá Hồi,60000,"Cháo cá hồi thơm ngon, bổ dưỡng.",Cháo,
https://pasgo.vn/nha-hang/gyu-kaku-aeon-mall-tan-phu-3903,Cơm Ngô Nồi Đá,50000,"Cơm ngô nấu trong nồi đá, giữ được độ nóng và thơm ngon.",Cơm,
https://pasgo.vn/nha-hang/gyu-kaku-aeon-mall-tan-phu-3903,Kim Chi Gyu-Kaku,40000,"Kim chi kiểu Gyu-Kaku, cay nồng, thơm ngon.",Kim Chi,
https://pasgo.vn/nha-hang/gyu-kaku-aeon-mall-tan-phu-3903,Kim Chi Củ Cải,40000,"Kim chi củ cải, cay nồng, giòn ngọt.",Kim Chi,
https://pasgo.vn/nha-hang/gyu-kaku-aeon-mall-tan-phu-3903,Rong Biển Hàn Quốc,50000,"Rong biển Hàn Quốc, thơm ngon, bổ dưỡng.",Rau,
https://pasgo.vn/nha-hang/gyu-kaku-aeon-mall-tan-phu-3903,Gỏi Tổng Hợp,60000,"Gỏi tổng hợp nhiều loại rau củ, tươi ngon, bổ dưỡng.",Gỏi,
https://pasgo.vn/nha-hang/gyu-kaku-aeon-mall-tan-phu-3903,Đậu Nhạt Xào Tỏi Ớt,50000,"Đậu nhạt xào tỏi ớt, cay nồng, thơm ngon.",Đậu,
https://pasgo.vn/nha-hang/gyu-kaku-aeon-mall-tan-phu-3903,Đậu Nhạt Luộc,40000,"Đậu nhạt luộc, đơn giản, bổ dưỡng.",Đậu,
https://pasgo.vn/nha-hang/gyu-kaku-aeon-mall-tan-phu-3903,Đùi Gà Chiên,60000,"Đùi gà tẩm bột chiên giòn, nóng hổi.",Món chiên,
https://pasgo.vn/nha-hang/gyu-kaku-aeon-mall-tan-phu-3903,Khoai Tây Chiên,40000,"Khoai tây chiên giòn rụm, nóng hổi.",Món chiên,
https://pasgo.vn/nha-hang/gyu-kaku-aeon-mall-tan-phu-3903,Bánh Xèo Nhật,80000,"Bánh xèo Nhật Bản, giòn tan, nhân đa dạng.",Món chiên,
https://pasgo.vn/nha-hang/gyu-kaku-aeon-mall-tan-phu-3903,Tỏi Nướng,30000,Tỏi được nướng cho đến khi mềm và thơm.,Món nướng,
https://pasgo.vn/nha-hang/gyu-kaku-aeon-mall-tan-phu-3903,Xúc Xích,40000,Xúc xích nướng hoặc chiên.,Món nướng/chiên,
https://pasgo.vn/nha-hang/gyu-kaku-aeon-mall-tan-phu-3903,Ngô Bơ,35000,"Ngô nướng với bơ, ngọt ngào, thơm lừng.",Món nướng,
https://pasgo.vn/nha-hang/gyu-kaku-aeon-mall-tan-phu-3903,Salad Caesar,70000,"Salad Caesar truyền thống với rau romaine, crouton, phô mai Parmesan và sốt Caesar.",Salad,
https://pasgo.vn/nha-hang/gyu-kaku-aeon-mall-tan-phu-3903,Rau Cuốn,60000,"Rau cuốn với thịt hoặc hải sản, ăn kèm với nước chấm.",Gỏi cuốn,
https://pasgo.vn/nha-hang/gyu-kaku-aeon-mall-tan-phu-3903,Salad Choregi,75000,"Salad Choregi với các loại rau tươi, các loại hạt và sốt đặc biệt.",Salad,
https://pasgo.vn/nha-hang/gyu-kaku-aeon-mall-tan-phu-3903,Soup Trứng,50000,"Súp trứng nóng hổi, bổ dưỡng.",Súp,
https://pasgo.vn/nha-hang/gyu-kaku-aeon-mall-tan-phu-3903,Soup Miso,60000,"Súp Miso truyền thống Nhật Bản, đậm đà.",Súp,
https://pasgo.vn/nha-hang/gyu-kaku-aeon-mall-tan-phu-3903,Soup Cay Thịt Bò Yukgaejang,80000,"Súp cay thịt bò kiểu Hàn Quốc, cay nồng, đậm đà.",Súp,
https://pasgo.vn/nha-hang/gyu-kaku-aeon-mall-tan-phu-3903,Soup Hải Sản,90000,"Súp hải sản tươi ngon, ngọt thanh.",Súp,
https://pasgo.vn/nha-hang/gyu-kaku-aeon-mall-tan-phu-3903,Soup Rong Biển,70000,"Súp rong biển bổ dưỡng, thanh mát.",Súp,
https://pasgo.vn/nha-hang/gyu-kaku-aeon-mall-tan-phu-3903,Lẩu Miso,150000,"Lẩu Miso Nhật Bản, nước dùng đậm đà.",Lẩu,
https://pasgo.vn/nha-hang/gyu-kaku-aeon-mall-tan-phu-3903,Lẩu Chua Cay,180000,Lẩu chua cay với nhiều loại nguyên liệu.,Lẩu,
https://pasgo.vn/nha-hang/gyu-kaku-aeon-mall-tan-phu-3903,Kem Vani,30000,"Kem Vani tươi mát, thơm ngon.",Kem,
https://pasgo.vn/nha-hang/gyu-kaku-aeon-mall-tan-phu-3903,Kem Matcha,35000,"Kem Matcha vị trà xanh, thơm ngon, thanh mát.",Kem,
https://pasgo.vn/nha-hang/gyu-kaku-aeon-mall-tan-phu-3903,Kem Sô Cô La,35000,"Kem Sô Cô La thơm ngon, béo ngậy.",Kem,
https://pasgo.vn/nha-hang/gyu-kaku-aeon-mall-tan-phu-3903,Kem Đặc Biệt,40000,Kem đặc biệt với nhiều hương vị khác nhau.,Kem,
https://pasgo.vn/nha-hang/gyu-kaku-aeon-mall-tan-phu-3903,Trái Cây,45000,"Trái cây tươi ngon, nhiều loại.",Trái cây,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-dong-khoi-2745,Đậu nành xào bơ tỏi,55000,,Khai vị,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-dong-khoi-2745,Đậu nành luộc,55000,,Khai vị,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-dong-khoi-2745,Đậu hũ sốt nước tương và cá cơm,85000,,Khai vị,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-dong-khoi-2745,Bạch quả nướng,65000,,Khai vị,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-dong-khoi-2745,"Rau củ trộn với cá Sashimi, đậu nành lên men",125000,,Rau Củ,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-dong-khoi-2745,Bánh quy và cheese,98000,,Khai Vị,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-dong-khoi-2745,Dưa leo chấm sốt miso,45000,,Rau Củ,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-dong-khoi-2745,Rau củ hấp sốt miso,135000,,Rau Củ,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-dong-khoi-2745,Vi cá biển nướng,169000,,Hải Sản,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-dong-khoi-2745,Bạch tuộc muối mù tạt,145000,,Khai vị,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-dong-khoi-2745,Sò điệp muối cay,155000,,Khai vị,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-dong-khoi-2745,Mắm mực,145000,,Khai vị,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-dong-khoi-2745,Sò điệp sốt carpaccio,190000,,Khai vị,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-dong-khoi-2745,Mai cua hấp miso,175000,,Khai vị,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-dong-khoi-2745,Hàu sốt Oliu ngâm lá tảo bẹ,165000,,Khai vị,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-dong-khoi-2745,Salad khoai tây nghiền và cá saba xông khói,95000,,Salad,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-dong-khoi-2745,Salad bò Fuji,195000,,Salad,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-dong-khoi-2745,Salad rong biển trứng cua,129000,,Salad,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-dong-khoi-2745,Salad cá hồi,139000,,Salad,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-dong-khoi-2745,Salad bắp cải,59000,,Salad,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-dong-khoi-2745,Cà chua sốt Capacio,45000,,Salad,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-dong-khoi-2745,"Cá hồi, cá trích, bạch tuộc",330000,,Sashimi HSS1,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-dong-khoi-2745,"Cá hồi, nghêu đỏ, buri, cá trích, bạch tuộc",530000,,Sashimi HSS2,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-dong-khoi-2745,"Cá tráp, saba, bụng cá hồi, nghêu đỏ, cá hồi, sò điệp, bạch tuộc, buri",1050000,,Sashimi HSS3,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-dong-khoi-2745,Set cá ngừ mix 3 loại (Tuna sashimi mix),750000,,Sashimi,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-dong-khoi-2745,Cá ngừ (Tuna),445000,,Sashimi,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-dong-khoi-2745,Sát bụng cá Ngừ (Japanese belly tuna),585000,,Sashimi,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-dong-khoi-2745,Bụng cá ngừ Nhật Bản (Japanese fatty belly tuna),785000,,Sashimi,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-dong-khoi-2745,Cá hồi (Salmon),185000,,Sashimi,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-dong-khoi-2745,Cá hồi nướng rơm (Grilled Salmon Straw),225000,,Sashimi,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-dong-khoi-2745,Bụng cá hồi (Salmon belly),219000,,Sashimi,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-le-thi-rieng-3843,Đậu nành xào bơ tỏi,55000,,Khai vị,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-le-thi-rieng-3843,Đậu nành luộc,55000,,Khai vị,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-le-thi-rieng-3843,Đậu hũ sốt nước tương và cá cơm,85000,,Khai vị,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-le-thi-rieng-3843,Bạch quả nướng,65000,,Khai vị,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-le-thi-rieng-3843,"Rau củ trộn với cá Sashimi, đậu nành lên men",125000,,Rau Củ,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-le-thi-rieng-3843,Bánh quy và cheese,98000,,Khai Vị,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-le-thi-rieng-3843,Dưa leo chấm sốt miso,45000,,Rau Củ,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-le-thi-rieng-3843,Rau củ hấp sốt miso,135000,,Rau Củ,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-le-thi-rieng-3843,Vi cá biển nướng,169000,,Hải Sản,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-le-thi-rieng-3843,Bạch tuộc muối mù tạt,145000,,Khai vị,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-le-thi-rieng-3843,Sò điệp muối cay,155000,,Khai vị,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-le-thi-rieng-3843,Mắm mực,145000,,Khai vị,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-le-thi-rieng-3843,Sò điệp sốt carpaccio,190000,,Khai vị,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-le-thi-rieng-3843,Mai cua hấp miso,175000,,Khai vị,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-le-thi-rieng-3843,Hàu sốt Oliu ngâm lá tảo bẹ,165000,,Khai vị,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-le-thi-rieng-3843,Salad khoai tây nghiền và cá saba xông khói,95000,,Salad,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-le-thi-rieng-3843,Salad bò Fuji,195000,,Salad,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-le-thi-rieng-3843,Salad rong biển trứng cua,129000,,Salad,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-le-thi-rieng-3843,Salad cá hồi,139000,,Salad,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-le-thi-rieng-3843,Salad bắp cải,59000,,Salad,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-le-thi-rieng-3843,Cà chua sốt Capacio,45000,,Salad,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-le-thi-rieng-3843,"Cá hồi, cá trích, bạch tuộc",330000,,Sashimi HSS1,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-le-thi-rieng-3843,"Cá hồi, nghêu đỏ, buri, cá trích, bạch tuộc",530000,,Sashimi HSS2,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-le-thi-rieng-3843,"Cá tráp, saba, bụng cá hồi, nghêu đỏ, cá hồi, sò điệp, bạch tuộc, buri",1050000,,Sashimi HSS3,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-le-thi-rieng-3843,Set cá ngừ mix 3 loại (Tuna sashimi mix),750000,,Sashimi,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-le-thi-rieng-3843,Cá ngừ (Tuna),445000,,Sashimi,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-le-thi-rieng-3843,Sát bụng cá Ngừ (Japanese belly tuna),585000,,Sashimi,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-le-thi-rieng-3843,Bụng cá ngừ Nhật Bản (Japanese fatty belly tuna),785000,,Sashimi,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-le-thi-rieng-3843,Cá hồi (Salmon),185000,,Sashimi,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-le-thi-rieng-3843,Cá hồi nướng rơm (Grilled Salmon Straw),225000,,Sashimi,
https://pasgo.vn/nha-hang/shamoji-robata-yaki-le-thi-rieng-3843,Bụng cá hồi (Salmon belly),219000,,Sashimi,
https://pasgo.vn/nha-hang/nha-hang-bo-le-ro-tran-khanh-du-1753,Thịt con bò băm,45000,,Ẩm Thực Tự Chọn: Chọn Thành Phần,
https://pasgo.vn/nha-hang/nha-hang-bo-le-ro-tran-khanh-du-1753,Ba chỉ con bò,45000,,Ẩm Thực Tự Chọn: Chọn Thành Phần,
https://pasgo.vn/nha-hang/nha-hang-bo-le-ro-tran-khanh-du-1753,Nạc vai con bò,65000,,Ẩm Thực Tự Chọn: Chọn Thành Phần,
https://pasgo.vn/nha-hang/nha-hang-bo-le-ro-tran-khanh-du-1753,Thịt bắp vân hoa con bò,75000,,Ẩm Thực Tự Chọn: Chọn Thành Phần,
https://pasgo.vn/nha-hang/nha-hang-bo-le-ro-tran-khanh-du-1753,Thịt thăn lõi vai con bò quấn cờ,125000,,Ẩm Thực Tự Chọn: Chọn Thành Phần,
https://pasgo.vn/nha-hang/nha-hang-bo-le-ro-tran-khanh-du-1753,Thịt thăn lõi vai con bò miếng tảng,125000,,Ẩm Thực Tự Chọn: Chọn Thành Phần,
https://pasgo.vn/nha-hang/nha-hang-bo-le-ro-tran-khanh-du-1753,Mì Đại-Hàn,12000,,MÓN ĂN THÊM,
https://pasgo.vn/nha-hang/nha-hang-bo-le-ro-tran-khanh-du-1753,Bò-Hú,10000,,MÓN ĂN THÊM,
https://pasgo.vn/nha-hang/nha-hang-bo-le-ro-tran-khanh-du-1753,Bún Tươi,12000,,MÓN ĂN THÊM,
https://pasgo.vn/nha-hang/nha-hang-bo-le-ro-tran-khanh-du-1753,Bánh-Mì,6000,,MÓN ĂN THÊM,
https://pasgo.vn/nha-hang/nha-hang-bo-le-ro-tran-khanh-du-1753,Trứng Gà,5000,,MÓN ĂN THÊM,
https://pasgo.vn/nha-hang/nha-hang-bo-le-ro-tran-khanh-du-1753,Rau-Nhúng,25000,,MÓN ĂN THÊM,
https://pasgo.vn/nha-hang/nha-hang-bo-le-ro-tran-khanh-du-1753,Rau-Rừng,25000,,MÓN ĂN THÊM,
https://pasgo.vn/nha-hang/nha-hang-bo-le-ro-tran-khanh-du-1753,Trà Chanh,15000,,GIẢI KHÁT,
https://pasgo.vn/nha-hang/nha-hang-bo-le-ro-tran-khanh-du-1753,Nước Suối,18000,,GIẢI KHÁT,
https://pasgo.vn/nha-hang/nha-hang-bo-le-ro-tran-khanh-du-1753,Pepsi,28000,,GIẢI KHÁT,
https://pasgo.vn/nha-hang/nha-hang-bo-le-ro-tran-khanh-du-1753,7-Up,28000,,GIẢI KHÁT,
https://pasgo.vn/nha-hang/nha-hang-bo-le-ro-tran-khanh-du-1753,Sting,28000,,GIẢI KHÁT,
https://pasgo.vn/nha-hang/nha-hang-bo-le-ro-tran-khanh-du-1753,Trà Olong Tea+,28000,,GIẢI KHÁT,
https://pasgo.vn/nha-hang/nha-hang-bo-le-ro-tran-khanh-du-1753,Heineken,30000,,GIẢI KHÁT,
https://pasgo.vn/nha-hang/nha-hang-bo-le-ro-tran-khanh-du-1753,Tiger,28000,,GIẢI KHÁT,
https://pasgo.vn/nha-hang/nha-hang-bo-le-ro-tran-khanh-du-1753,Sài-Gòn Xanh,25000,,GIẢI KHÁT,
https://pasgo.vn/nha-hang/nha-hang-bo-le-ro-tran-khanh-du-1753,Kem Dừa-Tươi Lá-Dứa,22000,,GIẢI KHÁT,
https://pasgo.vn/nha-hang/nha-hang-bo-le-ro-tran-khanh-du-1753,Khăn Lạnh,2000,,GIẢI KHÁT,
https://pasgo.vn/nha-hang/nha-hang-bo-le-ro-tran-khanh-du-1753,Bắp Con-Bò Ngâm Mắm Con-Cá,75000,,ẨM-THỰC LAI-RAI,
https://pasgo.vn/nha-hang/nha-hang-bo-le-ro-tran-khanh-du-1753,Mì Gia-Truyền,45000,,ẨM-THỰC LAI-RAI,
https://pasgo.vn/nha-hang/nha-hang-bo-le-ro-tran-khanh-du-1753,Mì Lá-Chanh Rừng,45000,,ẨM-THỰC LAI-RAI,
https://pasgo.vn/nha-hang/nha-hang-bo-le-ro-tran-khanh-du-1753,Mì Cải Chua Đại-Hàn,45000,,ẨM-THỰC LAI-RAI,
https://pasgo.vn/nha-hang/nha-hang-bo-le-ro-tran-khanh-du-1753,Bánh Đồng-Tiền Gia-Truyền,47000,,ẨM-THỰC LAI-RAI,
https://pasgo.vn/nha-hang/nha-hang-bo-le-ro-tran-khanh-du-1753,Bánh Đồng-Tiền Lá-Chanh Rừng,47000,,ẨM-THỰC LAI-RAI,
https://pasgo.vn/nha-hang/nha-hang-bo-le-ro-tran-khanh-du-1753,Bánh Đồng-Tiền Cải Chua Đại-Hàn,47000,,ẨM-THỰC LAI-RAI,
https://pasgo.vn/nha-hang/buffet-huong-rung---huong-vi-am-thuc-3-mien-913,Trẻ em,99000,,Bữa trưa,
https://pasgo.vn/nha-hang/buffet-huong-rung---huong-vi-am-thuc-3-mien-913,Người lớn,198000,,Bữa trưa,
https://pasgo.vn/nha-hang/buffet-huong-rung---huong-vi-am-thuc-3-mien-913,Trẻ em,218000,,Bữa tối,
https://pasgo.vn/nha-hang/buffet-huong-rung---huong-vi-am-thuc-3-mien-913,Người lớn,435000,,Bữa tối,
https://pasgo.vn/nha-hang/nha-hang-sepia-1-khong-tu-quan-thu-duc-1111,Bắp xào tôm hột vịt muối,39000,,Khai vị,
https://pasgo.vn/nha-hang/nha-hang-sepia-1-khong-tu-quan-thu-duc-1111,Súp hải sâm,39000,,Súp,
https://pasgo.vn/nha-hang/nha-hang-sepia-1-khong-tu-quan-thu-duc-1111,Cơm chiên muối ớt,49000,,Món chính,
https://pasgo.vn/nha-hang/nha-hang-sepia-1-khong-tu-quan-thu-duc-1111,Gỏi cá Sepia,99000,,Salad,
https://pasgo.vn/nha-hang/nha-hang-sepia-1-khong-tu-quan-thu-duc-1111,Hải sâm xào đông cô,119000,,Món chính,
https://pasgo.vn/nha-hang/nha-hang-sepia-1-khong-tu-quan-thu-duc-1111,Súp bào ngư,149000,,Súp,
https://pasgo.vn/nha-hang/nha-hang-sepia-1-khong-tu-quan-thu-duc-1111,Ốc hoàng hậu tiềm sâm,175000,,Món chính,
https://pasgo.vn/nha-hang/nha-hang-sepia-1-khong-tu-quan-thu-duc-1111,Sài Gòn đỏ (chai),10000,,Bia,
https://pasgo.vn/nha-hang/nha-hang-sepia-1-khong-tu-quan-thu-duc-1111,333 (lon),13000,,Bia,
https://pasgo.vn/nha-hang/nha-hang-sepia-1-khong-tu-quan-thu-duc-1111,Sài Gòn Special (chai),15000,,Bia,
